y4_hhid,farmer,output1,output2,prod_2,prod_3,maize,paddy,land_1,land_2,input,seedcost,fertile,herbi,pesti,capital,machin_1,machin_2,machin_3,irri_ratio,labour_total,laborE,labour_wage,hh_e66_m,hh_e66_f,hh_e66_t,hh_e66_c,head_sex,n_children,n_fam,n_female,edu_head,laborM,laborF,laborT,laborC,laborTC,laborM2,laborF2,laborT2,laborC2,laborTC2,laborM3,laborF3,laborT3,laborC3,laborTC3,output11,output22,input22,capital22,defl2014,input22_d,capital22_d,output22_d,output11_d,male_days,female_days,children_days,male_hours,female_hours,children_hours
1839-001,1,60000,0,0,0,1,0,1.2,1.84,0,0,0,0,0,5000,5000,5000,0,0,0,0,0,18,18,0,0,1,2,5,1,11,936,936,0,0,0,360,360,0,0,0,432,432,0,0,0,60,0,0,5,.92944002,0,5.3795834,0,64.555,8,8,,48,48,
1840-001,1,0,0,0,0,1,0,9.1999998,2.8700001,11500,11500,0,0,0,68000,8000,8000,60000,0,2,6.4000001,65500,18,36,0,0,1,1,6,1,17,936,1872,0,0,0,360,720,0,0,0,432,864,0,0,0,0,0,11.5,68,.92944002,12.373041,73.162331,0,0,7,8,,45,52,
1841-001,1,0,460000,460000,0,1,0,9.5,6.7199998,38200,38200,0,0,0,108000,108000,108000,0,0,80,256,140000,72,24,24,24,1,2,9,1,17,3744,1248,1248,1248,2496,1440,480,480,480,960,1728,576,576,576,1152,0,460,38.200001,108,.92944002,41.100018,116.199,494.92166,0,243,81,81,1584,528,528
1842-001,1,0,20000,20000,0,1,0,4.5,5.1300001,0,0,0,0,0,10000,10000,10000,0,0,0,0,0,24,20,0,0,1,0,2,0,0,1248,1040,0,0,0,480,400,0,0,0,576,480,0,0,0,0,20,0,10,.92944002,0,10.759167,21.518333,0,45,45,,215,215,
1843-001,1,0,3147000,3082000,65000,1,0,6.5,6.0100002,36800,36800,0,0,0,119000,19000,19000,100000,0,0,0,0,115,55,60,0,1,1,8,1,17,5980,2860,3120,0,3120,2300,1100,1200,0,1200,2760,1320,1440,0,1440,0,3147,36.799999,119,.92944002,39.593731,128.03409,3385.9097,0,566,284,279,3048,1530,1505
1855-001,1,50000,500000,500000,0,1,0,2,0,0,0,0,0,0,4000,4000,4000,0,0,0,0,0,40,0,0,0,1,0,2,0,17,2080,0,0,0,0,800,0,0,0,0,960,0,0,0,0,50,500,0,4,.92944002,0,4.3036666,537.95831,53.795834,57,,0,456,,0
1856-001,1,1200000,360000,360000,0,1,0,14,14.18,0,0,0,0,0,395500,17500,17500,378000,0,31,99.199997,322000,24,35,35,35,1,1,5,0,14,1248,1820,1820,1820,3640,480,700,700,700,1400,576,840,840,840,1680,1200,360,0,395.5,.92944002,0,425.52502,387.32999,1291.1,61,61,44,427,427,308
1857-001,1,276000,296000,296000,0,1,0,30,26.1,0,0,0,0,0,10524000,10524000,10524000,0,0,0,0,0,0,0,0,42,1,1,8,1,17,0,0,0,2184,2184,0,0,0,840,840,0,0,0,1008,1008,276,296,0,10524,.92944002,0,11322.947,318.47134,296.953,163,14,0,1247,101,0
1858-001,1,800000,25000,25000,0,1,0,28,27.560001,68500,68500,0,0,0,288000,169000,169000,119000,0,0,0,0,48,24,0,0,1,3,9,3,0,2496,1248,0,0,0,960,480,0,0,0,1152,576,0,0,0,800,25,68.5,288,.92944002,73.700294,309.86398,26.897917,860.73334,88,176,,528,1056,
1859-001,1,330000,90000,90000,0,1,0,5,5.4699998,0,0,0,0,0,160000,20000,20000,140000,0,0,0,0,28,48,0,0,1,1,3,1,17,1456,2496,0,0,0,560,960,0,0,0,672,1152,0,0,0,330,90,0,160,.92944002,0,172.14667,96.832497,355.05249,48,48,,381,381,
1860-001,1,0,420000,420000,0,1,0,7.5,9.3100004,0,0,0,0,0,143000,3000,3000,140000,0,0,0,0,0,0,0,0,1,1,6,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,143,.92944002,0,153.85608,451.88501,0,107,107,,466,466,
1861-001,1,6000,156000,156000,0,1,0,4.5,4.27,0,0,0,0,0,34000,34000,34000,0,0,0,0,0,48,42,0,0,1,1,3,1,0,2496,2184,0,0,0,960,840,0,0,0,1152,1008,0,0,0,6,156,0,34,.92944002,0,36.581165,167.843,6.4555001,42,4,,200,12,
1862-001,1,448000,544000,544000,0,1,0,10.5,9.8900003,0,0,0,0,0,277000,7000,7000,270000,0,14,44.799999,100000,63,24,0,0,1,2,5,1,17,3276,1248,0,0,0,1260,480,0,0,0,1512,576,0,0,0,448,544,0,277,.92944002,0,298.0289,585.29865,482.01065,128,128,,696,696,
1874-001,1,1000000,0,0,0,1,1,10,4.5799999,5000,5000,0,0,0,14000,14000,14000,0,0,12,38.400002,58000,48,48,48,12,1,0,6,1,14,2496,2496,2496,624,3120,960,960,960,240,1200,1152,1152,1152,288,1440,1000,0,5,14,.92944002,5.3795834,15.062833,0,1075.9166,75,81,131,450,486,786
1875-001,1,280000,96000,96000,0,1,1,7,7.2999997,65000,65000,0,0,0,37000,37000,37000,0,0,0,0,0,51,12,30,0,1,3,11,1,17,2652,624,1560,0,1560,1020,240,600,0,600,1224,288,720,0,720,280,96,65,37,.92944002,69.934586,39.808918,103.288,301.25665,362,198,322,1614,862,1506
1876-001,1,72000,0,0,0,0,0,3,.89999998,0,0,0,0,0,34000,34000,34000,0,0,0,0,0,60,0,0,0,1,2,14,2,17,3120,0,0,0,0,1200,0,0,0,0,1440,0,0,0,0,72,0,0,34,.92944002,0,36.581165,0,77.465996,113,39,,327,111,
1877-001,1,294000,0,0,0,1,1,3.5,.17,0,0,0,0,0,28500,28500,28500,0,0,0,0,0,35,60,0,10,1,1,9,2,13,1820,3120,0,520,520,700,1200,0,200,200,840,1440,0,240,240,294,0,0,28.5,.92944002,0,30.663624,0,316.31949,127,73,72,244,140,134
1879-001,1,150000,96000,42000,54000,1,0,5,2.8999999,18000,18000,0,0,0,7500,7500,7500,0,0,0,0,0,36,30,30,0,2,0,4,1,0,1872,1560,1560,0,1560,720,600,600,0,600,864,720,720,0,720,150,96,18,7.5,.92944002,19.366499,8.069375,103.288,161.3875,123,123,123,666,666,666
1880-001,1,0,0,0,0,1,0,.5,.40000001,5000,5000,0,0,0,4000,4000,4000,0,0,0,0,0,36,48,0,0,1,2,4,1,0,1872,2496,0,0,0,720,960,0,0,0,864,1152,0,0,0,0,0,5,4,.92944002,5.3795834,4.3036666,0,0,30,30,,180,180,
1881-001,1,0,0,0,0,1,0,.5,.40000001,2000,2000,0,0,0,18500,18500,18500,0,0,0,0,0,24,24,0,0,1,1,4,1,23,1248,1248,0,0,0,480,480,0,0,0,576,576,0,0,0,0,0,2,18.5,.92944002,2.1518333,19.904459,0,0,30,30,,70,70,
1893-001,1,100000,200000,120000,80000,0,0,2.5,3.1000001,0,0,0,0,0,18000,18000,18000,0,0,0,0,0,0,72,0,0,2,1,8,4,17,0,3744,0,0,0,0,1440,0,0,0,0,1728,0,0,0,100,200,0,18,.92944002,0,19.366499,215.18333,107.59167,,305,,,965,
1896-001,1,252000,170000,120000,50000,1,0,99,0,270000,270000,0,0,0,906000,906000,906000,0,0,144,460.79999,390000,32,16,0,0,1,1,7,2,24,1664,832,0,0,0,640,320,0,0,0,768,384,0,0,0,252,170,270,906,.92944002,290.4975,974.78052,182.90584,271.13101,54,28,14,324,168,84
1898-001,1,0,0,0,0,0,0,.30000001,.050000001,0,0,0,0,0,9000,39000,9000,0,0,0,0,0,0,1,0,0,1,1,5,1,24,0,52,0,0,0,0,20,0,0,0,0,24,0,0,0,0,0,0,9,.92944002,0,9.6832495,0,0,,9,,,9,
1899-001,1,0,0,0,0,0,0,2.5,2.0999999,10900,10900,0,0,0,18000,18000,18000,0,0,37,118.4,110000,0,24,0,0,1,0,8,1,17,0,1248,0,0,0,0,480,0,0,0,0,576,0,0,0,0,0,10.9,18,.92944002,11.727491,19.366499,0,0,0,58,,0,190,
1902-001,1,3040000,0,0,0,0,1,8,10,18000,18000,0,0,0,10000,10000,10000,0,0,12,38.400002,65000,0,0,0,0,1,2,8,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3040,0,18,10,.92944002,19.366499,10.759167,0,3270.7866,58,58,,450,450,
1913-001,1,0,0,0,0,0,0,.30000001,.07,9100,9100,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,3,1,22,208,0,0,0,0,80,0,0,0,0,96,0,0,0,0,0,0,9.1000004,0,.92944002,9.7908421,0,0,0,9,7,,18,14,
1931-001,1,0,0,0,0,1,0,1,2.6900001,0,0,0,0,0,6000,6000,6000,0,0,53,169.60001,0,0,10,0,0,2,2,3,0,0,0,520,0,0,0,0,200,0,0,0,0,240,0,0,0,0,0,0,6,.92944002,0,6.4555001,0,0,,123,,,467,
1932-001,1,60000,18000,0,18000,1,0,8.5,8.1999998,20000,20000,0,0,0,20000,20000,20000,0,0,8,25.6,15000,0,20,40,36,1,1,8,1,17,0,1040,2080,1872,3952,0,400,800,720,1520,0,480,960,864,1824,60,18,20,20,.92944002,21.518333,21.518333,19.366499,64.555,0,28,73,0,143,365
1933-001,1,90000,70000,70000,0,1,0,4,0,0,0,0,0,0,20000,20000,20000,0,0,18,57.599998,30000,42,42,0,0,1,2,5,1,0,2184,2184,0,0,0,840,840,0,0,0,1008,1008,0,0,0,90,70,0,20,.92944002,0,21.518333,75.314163,96.832497,47,47,,282,282,
1934-001,1,180000,120000,0,120000,1,0,8.5,9.8699999,0,0,0,0,0,10000,10000,10000,0,0,10,32,40000,0,48,91,21,2,3,9,1,16,0,2496,4732,1092,5824,0,960,1820,420,2240,0,1152,2184,504,2688,180,120,0,10,.92944002,0,10.759167,129.11,193.66499,,99,173,,549,953
1935-001,1,80000,208000,208000,0,1,0,6,7.0999999,45000,45000,0,0,0,46000,51000,46000,0,0,19,60.799999,51000,42,42,7,21,1,1,8,2,16,2184,2184,364,1092,1456,840,840,140,420,560,1008,1008,168,504,672,80,208,45,46,.92944002,48.416248,49.492165,223.79066,86.073334,86,86,35,476,460,182
1936-001,1,280000,180000,180000,0,1,0,11,10.8,0,0,0,0,0,24000,24000,24000,0,0,0,0,0,36,72,0,12,2,2,7,2,0,1872,3744,0,624,624,720,1440,0,240,240,864,1728,0,288,288,280,180,0,24,.92944002,0,25.822001,193.66499,301.25665,214,391,,1214,2215,
1937-001,1,0,20000,20000,0,1,0,4,4.52,8500,8500,0,0,0,15000,15000,15000,0,0,0,0,0,0,35,0,35,1,2,7,1,0,0,1820,0,1820,1820,0,700,0,700,700,0,840,0,840,840,0,20,8.5,15,.92944002,9.1452913,16.13875,21.518333,0,20,69,103,100,345,515
1938-001,1,66000,0,0,0,0,0,2,2.1400001,57000,57000,0,0,0,0,0,0,0,0,89,284.79999,155000,0,14,12,0,2,1,4,2,25,0,728,624,0,624,0,280,240,0,240,0,336,288,0,288,66,0,57,0,.92944002,61.327248,0,0,71.010498,,23,,,46,
1950-001,1,192000,480000,480000,0,1,0,2,1.3,90000,90000,0,0,0,11500,11500,11500,0,0,46,147.2,85000,0,24,0,0,1,1,6,2,24,0,1248,0,0,0,0,480,0,0,0,0,576,0,0,0,192,480,90,11.5,.92944002,96.832497,12.373041,516.44,206.576,35,44,,133,165,
1952-001,1,180000,160000,160000,0,1,0,4.0999999,2.8099999,48000,48000,0,0,0,8500,8500,8500,0,0,82,262.39999,780000,0,6,0,0,1,2,8,1,17,0,312,0,0,0,0,120,0,0,0,0,144,0,0,0,180,160,48,8.5,.92944002,51.644001,9.1452913,172.14667,193.66499,,132,,,514,
1954-001,1,1665000,0,0,0,1,0,2,0,250000,0,250000,0,0,13500,13500,13500,0,0,57,182.39999,130000,0,0,0,0,1,2,8,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665,0,250,13.5,.92944002,268.97916,14.524875,0,1791.4012,36,18,10,216,108,60
1955-001,1,50000,0,0,0,1,0,2,5.5999999,75000,25000,50000,0,0,2000,2000,2000,0,0,8,25.6,155000,0,6,0,0,1,1,7,1,17,0,312,0,0,0,0,120,0,0,0,0,144,0,0,0,50,0,75,2,.92944002,80.693748,2.1518333,0,53.795834,15,15,,92,92,
1956-001,1,2025000,472000,472000,0,1,1,4.0999999,4.4200001,127000,127000,0,0,0,173000,18000,18000,155000,0,92,294.39999,227000,24,24,0,0,1,0,7,1,17,1248,1248,0,0,0,480,480,0,0,0,576,576,0,0,0,2025,472,127,173,.92944002,136.64142,186.13358,507.83267,2178.7312,124,132,,706,724,
1969-001,1,325000,119000,119000,0,1,0,3.5,4.4200001,0,0,0,0,0,80000,15000,10000,70000,0,0,0,0,0,32,0,0,2,1,2,1,16,0,1664,0,0,0,0,640,0,0,0,0,768,0,0,0,325,119,0,80,.92944002,0,86.073334,128.03409,349.67291,,80,,,330,
1970-001,1,126000,0,0,0,1,0,6,5.4200001,0,0,0,0,0,247000,27000,27000,220000,0,13,41.599998,300000,0,0,0,0,2,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,247,.92944002,0,265.7514,0,135.56551,,27,,,158,
1971-001,1,0,50000,50000,0,1,0,3.7,4.2800002,8500,8500,0,0,0,122000,2000,2000,120000,0,28,89.599998,95000,0,0,0,0,1,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8.5,122,.92944002,9.1452913,131.26183,53.795834,0,47,,5,235,,25
1972-001,1,0,1100000,1100000,0,0,0,14,11.51,60000,60000,0,0,0,1256000,1256000,1256000,0,0,0,0,0,76,63,0,56,2,2,8,2,0,3952,3276,0,2912,2912,1520,1260,0,1120,1120,1824,1512,0,1344,1344,0,1100,60,1256,.92944002,64.555,1351.3513,1183.5083,0,,94,16,,724,96
1973-001,1,0,0,0,0,1,0,2,2.0500002,35500,35500,0,0,0,785000,785000,785000,0,0,0,0,0,70,0,0,14,1,0,4,1,17,3640,0,0,728,728,1400,0,0,280,280,1680,0,0,336,336,0,0,35.5,785,.92944002,38.195042,844.5946,0,0,17,17,12,67,67,39
1974-001,1,0,350000,350000,0,0,0,7,27.42,0,0,0,0,0,185000,25000,22500,162500,0,21,67.199997,250000,14,0,0,14,1,0,2,0,12,728,0,0,728,728,280,0,0,280,280,336,0,0,336,336,0,350,0,185,.92944002,0,199.04459,376.57083,0,100,,100,680,,680
1975-001,1,0,225000,225000,0,1,0,2.7,3.26,0,0,0,0,0,854000,854000,854000,0,0,30,96,32000,0,0,0,0,1,2,5,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,854,.92944002,0,918.83282,242.08125,0,29,29,,141,141,
1976-001,1,0,0,0,0,1,0,1,1.8,0,0,0,0,0,35000,15000,10000,25000,0,0,0,0,0,40,0,0,2,2,6,1,0,0,2080,0,0,0,0,800,0,0,0,0,960,0,0,0,0,0,0,35,.92944002,0,37.657082,0,0,,142,,,394,
1988-001,1,0,0,0,0,1,0,2.4000001,2.6100001,66000,2000,55000,0,9000,95000,45000,45000,50000,0,8,25.6,50000,37,48,0,0,1,1,7,1,17,1924,2496,0,0,0,740,960,0,0,0,888,1152,0,0,0,0,0,66,95,.92944002,71.010498,102.21208,0,0,212,212,,916,916,
1989-001,1,0,0,0,0,1,0,2.5,0,1500,0,0,0,1500,65000,15000,15000,50000,0,0,0,0,0,60,0,10,2,0,4,2,0,0,3120,0,520,520,0,1200,0,200,200,0,1440,0,240,240,0,0,1.5,65,.92944002,1.613875,69.934586,0,0,49,91,,307,579,
1990-001,1,0,0,0,0,1,0,2,2.3599999,0,0,0,0,0,51000,6000,6000,45000,0,0,0,0,35,35,0,0,1,1,5,1,17,1820,1820,0,0,0,700,700,0,0,0,840,840,0,0,0,0,0,0,51,.92944002,0,54.87175,0,0,14,14,,73,73,
1991-001,1,0,0,0,0,1,0,2,0,5000,0,0,0,5000,69500,9500,9500,60000,0,8,25.6,24000,30,24,12,0,1,1,7,2,24,1560,1248,624,0,624,600,480,240,0,240,720,576,288,0,288,0,0,5,69.5,.92944002,5.3795834,74.776207,0,0,33,33,16,228,228,112
1992-001,1,0,0,0,0,1,0,1.5,.74000001,0,0,0,0,0,9000,9000,9000,0,0,13,41.599998,18000,0,0,0,0,1,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,.92944002,0,9.6832495,0,0,9,,,60,,
1993-001,1,0,0,0,0,1,0,1.4,.56,2000,2000,0,0,0,12000,12000,12000,0,0,21,67.199997,136000,0,21,0,12,2,1,4,1,17,0,1092,0,624,624,0,420,0,240,240,0,504,0,288,288,0,0,2,12,.92944002,2.1518333,12.911,0,0,,25,,,75,
1994-001,1,8400,0,0,0,1,0,3.7,1.84,214000,0,200000,0,14000,1780000,1780000,1780000,0,0,14,44.799999,140000,24,49,0,0,2,2,7,1,14,1248,2548,0,0,0,480,980,0,0,0,576,1176,0,0,0,8.3999996,0,214,1780,.92944002,230.24617,1915.1316,0,9.0376997,,48,,,358,
1995-001,1,0,0,0,0,1,0,3,.38,0,0,0,0,0,227000,147000,147000,80000,0,4,12.8,15000,0,24,0,0,2,0,1,0,0,0,1248,0,0,0,0,480,0,0,0,0,576,0,0,0,0,0,0,227,.92944002,0,244.23308,0,0,,29,,,116,
2007-001,1,0,0,0,0,1,0,2.5,2.5699999,181000,0,166000,0,15000,36000,6000,6000,30000,0,5,16,100000,30,30,0,0,1,1,3,1,17,1560,1560,0,0,0,600,600,0,0,0,720,720,0,0,0,0,0,181,36,.92944002,194.74092,38.732998,0,0,28,28,,112,112,
2008-001,1,0,0,0,0,1,0,4.7999997,3.23,141500,56000,65000,0,20500,2177000,2172000,2172000,5000,0,49,156.8,305000,10,43,0,0,1,2,8,1,25,520,2236,0,0,0,200,860,0,0,0,240,1032,0,0,0,0,0,141.5,2177,.92944002,152.2422,2342.2705,0,0,146,210,,737,1117,
2009-001,1,0,60000,60000,0,1,0,.80000001,2.8900001,54000,4000,45000,0,5000,30500,10500,10500,20000,0,1,3.2,30000,0,100,42,24,2,1,6,3,17,0,5200,2184,1248,3432,0,2000,840,480,1320,0,2400,1008,576,1584,0,60,54,30.5,.92944002,58.099499,32.815456,64.555,0,,42,21,,285,134
2010-001,1,0,650000,0,650000,1,0,10.7,8.1099997,168000,0,105000,33000,30000,15000,15000,15000,0,0,25,80,135000,6,28,0,0,1,0,4,1,22,312,1456,0,0,0,120,560,0,0,0,144,672,0,0,0,0,650,168,15,.92944002,180.754,16.13875,699.34583,0,31,31,,130,130,
2011-001,1,0,60000,60000,0,1,0,3.5,1.52,121000,0,96000,12500,12500,24000,9000,9000,15000,0,5,16,72000,0,0,0,0,1,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,121,24,.92944002,130.18591,25.822001,64.555,0,39,,,273,,
2012-001,1,0,36000,36000,0,1,0,4.5,4.4400001,0,0,0,0,0,5000,5000,5000,0,0,14,44.799999,75000,0,28,0,0,2,0,1,1,17,0,1456,0,0,0,0,560,0,0,0,0,672,0,0,0,0,36,0,5,.92944002,0,5.3795834,38.732998,0,,43,,,242,
2013-001,1,0,0,0,0,1,0,1,.33000001,13500,0,11000,0,2500,16000,6000,6000,10000,0,0,0,0,0,24,0,0,2,1,5,1,17,0,1248,0,0,0,0,480,0,0,0,0,576,0,0,0,0,0,13.5,16,.92944002,14.524875,17.214666,0,0,,22,14,,166,92
2014-001,1,105000,360000,0,360000,1,0,2,0,82500,0,67500,0,15000,3000,3000,3000,0,0,36,115.2,108000,30,18,0,0,2,0,2,1,17,1560,936,0,0,0,600,360,0,0,0,720,432,0,0,0,105,360,82.5,3,.92944002,88.763123,3.2277501,387.32999,112.97125,35,35,,198,198,
2026-001,1,500000,0,0,0,1,0,2,1.7,240000,40000,200000,0,0,140000,140000,140000,0,0,27,86.400002,55000,0,0,0,0,1,1,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,240,140,.92944002,258.22,150.62833,0,537.95831,17,,,90,,
2027-001,1,72000,0,0,0,1,0,1,.28,240400,66400,160000,0,14000,6000,6000,6000,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,240.39999,6,.92944002,258.65036,6.4555001,0,77.465996,20,20,0,148,148,0
2028-001,1,0,0,0,0,1,0,2,1.29,120000,0,120000,0,0,64500,4500,4500,60000,0,4,12.8,0,56,0,0,7,1,0,3,0,0,2912,0,0,364,364,1120,0,0,140,140,1344,0,0,168,168,0,0,120,64.5,.92944002,129.11,69.396622,0,0,56,,9,245,,40
2029-001,1,84000,56000,26000,30000,1,0,2,.86000001,98000,0,98000,0,0,80000,0,0,80000,0,1,3.2,80000,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,56,98,80,.92944002,105.43983,86.073334,60.251331,90.376999,22,5,,176,40,
2030-001,1,360000,110000,72000,38000,1,0,2.3,2.55,334000,100000,208000,0,26000,91000,18000,18000,73000,0,0,0,0,25,30,0,0,2,0,3,1,17,1300,1560,0,0,0,500,600,0,0,0,600,720,0,0,0,360,110,334,91,.92944002,359.35617,97.908417,118.35083,387.32999,188,186,119,660,650,421
2031-001,1,0,0,0,0,1,0,.89999998,.80000001,160000,30000,130000,0,0,66000,36000,36000,30000,0,0,0,0,0,0,0,0,1,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,66,.92944002,172.14667,71.010498,0,0,12,,,84,,
2032-001,1,0,620000,620000,0,0,0,1,.80000001,162000,35000,120000,0,7000,50000,50000,50000,0,0,13,41.599998,106000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,162,50,.92944002,174.29849,53.795834,667.0683,0,14,,,35,,
2033-001,1,0,0,0,0,1,0,6,0,100000,16000,84000,0,0,52000,12000,12000,40000,0,9,28.799999,92500,0,12,0,0,1,1,3,1,17,0,624,0,0,0,0,240,0,0,0,0,288,0,0,0,0,0,100,52,.92944002,107.59167,55.947666,0,0,,11,,,57,
2045-001,1,0,0,0,0,1,0,3,3.9200001,3500,0,0,0,3500,73000,73000,73000,0,0,0,0,0,0,37,12,12,2,1,6,2,17,0,1924,624,624,1248,0,740,240,240,480,0,888,288,288,576,0,0,3.5,73,.92944002,3.7657082,78.541916,0,0,,78,70,,504,448
2046-001,1,0,85000,65000,20000,1,0,4,8.25,52000,0,52000,0,0,90000,30000,30000,60000,0,13,41.599998,85000,42,42,0,0,1,0,2,0,0,2184,2184,0,0,0,840,840,0,0,0,1008,1008,0,0,0,0,85,52,90,.92944002,55.947666,96.832497,91.452919,0,37,30,,259,210,
2047-001,1,0,0,0,0,1,0,1.7,1.88,0,0,0,0,0,28000,3000,3000,25000,0,0,0,0,42,66,0,0,2,0,3,1,0,2184,3432,0,0,0,840,1320,0,0,0,1008,1584,0,0,0,0,0,0,28,.92944002,0,30.125666,0,0,,88,,,520,
2048-001,1,90000,100000,100000,0,1,0,6,11.23,65000,65000,0,0,0,54000,49000,4000,50000,0,43,137.60001,129000,36,36,0,0,1,0,3,1,17,1872,1872,0,0,0,720,720,0,0,0,864,864,0,0,0,90,100,65,54,.92944002,69.934586,58.099499,107.59167,96.832497,43,43,,258,258,
2049-001,1,0,0,0,0,1,0,1.2,4.1900001,0,0,0,0,0,5000,5000,5000,0,0,0,0,0,10,12,0,0,1,2,5,1,17,520,624,0,0,0,200,240,0,0,0,240,288,0,0,0,0,0,0,5,.92944002,0,5.3795834,0,0,19,26,9,80,106,38
2050-001,1,20000,0,0,0,1,0,1.5,2.5,75000,0,75000,0,0,127000,127000,127000,0,0,6,19.200001,7000,12,12,0,0,1,0,2,1,0,624,624,0,0,0,240,240,0,0,0,288,288,0,0,0,20,0,75,127,.92944002,80.693748,136.64142,0,21.518333,9,9,,48,48,
2051-001,1,140000,0,0,0,1,0,4.5,2.0600002,0,0,0,0,0,23000,23000,23000,0,0,18,57.599998,102000,12,0,0,0,1,2,4,0,17,624,0,0,0,0,240,0,0,0,0,288,0,0,0,0,140,0,0,23,.92944002,0,24.746082,0,150.62833,54,,8,108,,16
2052-001,1,0,0,0,0,1,0,1.5,2.8500001,97600,0,90000,0,7600,60000,15000,15000,45000,0,0,0,0,58,28,0,0,1,0,3,0,17,3016,1456,0,0,0,1160,560,0,0,0,1392,672,0,0,0,0,0,97.599998,60,.92944002,105.00946,64.555,0,0,242,135,,856,484,
2064-001,1,20000,876000,36000,840000,0,0,5.5,1.7,0,0,0,0,0,9000,9000,9000,0,0,32,102.4,20000,30,0,42,0,1,0,2,0,0,1560,0,2184,0,2184,600,0,840,0,840,720,0,1008,0,1008,20,876,0,9,.92944002,0,9.6832495,942.50299,21.518333,10,,12,50,,60
2065-001,1,0,793000,700000,93000,0,0,4,2.1199999,4500,4500,0,0,0,41000,41000,41000,0,0,0,0,0,25,25,0,10,1,2,7,1,17,1300,1300,0,520,520,500,500,0,200,200,600,600,0,240,240,0,793,4.5,41,.92944002,4.8416247,44.112583,853.2019,0,180,191,178,900,955,890
2066-001,1,0,448000,273000,175000,0,0,5.5,1.8,0,0,0,0,0,33000,33000,33000,0,0,0,0,0,52,54,0,20,1,0,7,2,17,2704,2808,0,1040,1040,1040,1080,0,400,400,1248,1296,0,480,480,0,448,0,33,.92944002,0,35.505249,482.01065,0,255,288,100,839,944,362
2067-001,1,42000,676000,648000,28000,0,0,4.5,1.36,1500,1500,0,0,0,22000,22000,22000,0,0,0,0,0,30,36,5,0,1,0,6,2,17,1560,1872,260,0,260,600,720,100,0,100,720,864,120,0,120,42,676,1.5,22,.92944002,1.613875,23.670166,727.31964,45.188499,141,159,82,767,861,444
2068-001,1,0,32000,0,32000,1,0,6,1,0,0,0,0,0,24000,24000,24000,0,0,0,0,0,20,33,0,0,1,1,9,1,0,1040,1716,0,0,0,400,660,0,0,0,480,792,0,0,0,0,32,0,24,.92944002,0,25.822001,34.429333,0,63,123,59,146,286,151
2069-001,1,0,108000,60000,48000,0,0,2.3,.30000001,15000,0,15000,0,0,20000,20000,20000,0,0,2,6.4000001,20000,20,20,0,0,1,2,5,1,17,1040,1040,0,0,0,400,400,0,0,0,480,480,0,0,0,0,108,15,20,.92944002,16.13875,21.518333,116.199,0,116,109,,580,545,
2070-001,1,0,242000,182000,60000,0,0,1.3000001,1.9000001,30000,0,30000,0,0,17000,17000,17000,0,0,0,0,0,0,15,21,0,1,0,7,1,0,0,780,1092,0,1092,0,300,420,0,420,0,360,504,0,504,0,242,30,17,.92944002,32.2775,18.290583,260.37183,0,,59,121,,134,273
2072-001,1,0,636000,636000,0,1,0,1.5,.94999999,0,0,0,0,0,13500,13500,13500,0,0,0,0,0,0,21,21,10,2,2,6,1,17,0,1092,1092,520,1612,0,420,420,200,620,0,504,504,240,744,0,636,0,13.5,.92944002,0,14.524875,684.28302,0,,154,155,,601,545
2083-001,1,0,235000,0,235000,0,0,3,1.8000001,5600,5600,0,0,0,61000,61000,61000,0,0,0,0,0,57,62,0,0,1,0,4,2,14,2964,3224,0,0,0,1140,1240,0,0,0,1368,1488,0,0,0,0,235,5.5999999,61,.92944002,6.0251331,65.630913,252.84041,0,72,191,,354,909,
2086-001,1,105000,0,0,0,1,0,2,0,10000,10000,0,0,0,30000,33000,30000,0,0,2,6.4000001,60000,0,0,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,10,30,.92944002,10.759167,32.2775,0,112.97125,78,,,516,,
2087-001,1,0,0,0,0,1,0,2.5,.69999999,3600,3600,0,0,0,17000,17000,17000,0,0,2,6.4000001,35000,3,42,0,0,1,2,4,1,17,156,2184,0,0,0,60,840,0,0,0,72,1008,0,0,0,0,0,3.5999999,17,.92944002,3.8732998,18.290583,0,0,15,16,,99,107,
