y4_hhid,male_hours,male_days,female_hours,female_days,children_hours,children_days,kids_hours,kids_days,teenagers_hours,teenagers_days
6530-001,,,462.0,77.0,,,,,,
6531-001,144.0,36.0,108.0,27.0,32.0,8.0,32.0,8.0,,
6533-001,,,,,,,,,,
6534-001,,,,,,,,,,
6535-001,,,,,,,,,,
6537-001,,,,,,,,,,
6540-001,210.0,28.0,210.0,28.0,404.0,54.0,194.0,26.0,210.0,28.0
6548-001,719.0,178.0,356.0,79.0,346.0,96.0,,,346.0,96.0
6549-001,189.0,66.0,180.0,63.0,,,,,,
6550-001,181.0,25.0,181.0,25.0,,,,,,
6551-001,4.0,2.0,128.0,62.0,55.0,24.0,,,55.0,24.0
6552-001,,,49.0,31.0,,,,,,
6553-001,6.0,6.0,,,,,,,,
6554-001,546.0,78.0,,,,,,,,
6556-001,,,,,,,,,,
6567-001,1688.0,232.0,844.0,116.0,,,,,,
6568-001,790.0,158.0,1785.0,357.0,,,,,,
6569-001,385.0,69.0,385.0,69.0,1155.0,207.0,1155.0,207.0,,
6570-001,606.0,101.0,714.0,119.0,1638.0,273.0,924.0,154.0,714.0,119.0
6572-001,448.0,84.0,224.0,42.0,448.0,84.0,448.0,84.0,,
6573-001,274.0,65.0,367.0,90.0,,,,,,
6574-001,540.0,81.0,1080.0,162.0,,,,,,
6577-001,1962.0,465.0,1962.0,465.0,,,,,,
6586-001,876.0,152.0,1314.0,228.0,,,,,,
6589-001,716.0,202.0,706.0,194.0,217.0,63.0,217.0,63.0,,
6590-001,429.0,81.0,311.0,67.0,183.0,33.0,,,183.0,33.0
6591-001,780.0,96.0,780.0,96.0,390.0,48.0,,,390.0,48.0
6592-001,1484.0,213.0,1388.0,205.0,248.0,45.0,166.0,34.0,82.0,11.0
6593-001,,,418.0,141.0,151.0,51.0,151.0,51.0,,
6594-001,508.0,105.0,241.0,53.0,413.0,91.0,209.0,44.0,204.0,47.0
6605-001,284.0,30.0,284.0,30.0,,,,,,
6606-001,335.0,35.0,335.0,35.0,670.0,70.0,335.0,35.0,335.0,35.0
6607-001,132.0,41.0,160.0,52.0,,,,,,
6608-001,78.0,25.0,133.0,31.0,65.0,14.0,,,65.0,14.0
6609-001,,,195.0,45.0,88.0,24.0,88.0,24.0,,
6610-001,83.0,11.0,270.0,36.0,154.0,17.0,154.0,17.0,,
6611-001,2.0,2.0,6.0,6.0,,,,,,
6612-001,,,47.0,47.0,,,,,,
6624-001,44.0,13.0,62.0,19.0,1.0,1.0,1.0,1.0,,
6625-001,,,,,,,,,,
6626-001,126.0,36.0,36.0,6.0,94.0,29.0,94.0,29.0,,
6627-001,,,,,,,,,,
6628-001,,,,,,,,,,
6629-001,,,236.0,26.0,,,,,,
6630-001,208.0,26.0,232.0,29.0,,,,,,
6631-001,85.0,19.0,148.0,42.0,,,,,,
6643-001,140.0,70.0,54.0,27.0,,,,,,
6644-001,,,293.0,45.0,100.0,15.0,,,100.0,15.0
6645-001,265.0,85.0,280.0,100.0,,,,,,
6646-001,,,122.0,43.0,63.0,21.0,33.0,11.0,30.0,10.0
6647-001,42.0,14.0,96.0,32.0,,,,,,
6648-001,434.0,110.0,,,,,,,,
6649-001,288.0,91.0,280.0,87.0,,,,,,
6650-001,342.0,116.0,623.0,220.0,20.0,10.0,,,20.0,10.0
6662-001,,,,,,,,,,
6663-001,,,,,,,,,,
6664-001,,,,,,,,,,
6665-001,,,,,,,,,,
6666-001,,,,,,,,,,
6667-001,334.0,38.0,,,,,,,,
6668-001,,,,,,,,,,
6669-001,,,,,,,,,,
6681-001,,,32.0,10.0,,,,,,
6682-001,,,,,,,,,,
6683-001,280.0,30.0,280.0,30.0,160.0,16.0,160.0,16.0,,
6684-001,56.0,12.0,12.0,6.0,4.0,2.0,,,4.0,2.0
6685-001,,,,,,,,,,
6686-001,302.0,67.0,389.0,85.0,,,,,,
6687-001,,,,,,,,,,
6688-001,,,,,,,,,,
6700-001,,,152.0,38.0,44.0,11.0,44.0,11.0,,
6701-001,268.0,46.0,199.0,37.0,,,,,,
6702-001,,,,,,,,,,
6703-001,479.0,163.0,479.0,163.0,,,,,,
6704-001,,,,,,,,,,
6705-001,233.0,77.0,,,,,,,,
6706-001,163.0,27.0,,,,,,,,
6707-001,60.0,6.0,476.0,58.0,,,,,,
6719-001,,,235.0,65.0,,,,,,
6720-001,130.0,20.0,130.0,20.0,336.0,42.0,336.0,42.0,,
6721-001,,,,,,,,,,
6722-001,97.0,28.0,97.0,28.0,,,,,,
6723-001,34.0,9.0,80.0,32.0,3.0,1.0,,,3.0,1.0
6724-001,,,74.0,53.0,,,,,,
6725-001,109.0,20.0,127.0,23.0,,,,,,
6726-001,144.0,39.0,144.0,39.0,,,,,,
6738-001,,,73.0,26.0,48.0,16.0,,,48.0,16.0
6739-001,60.0,30.0,,,,,,,,
6740-001,66.0,18.0,125.0,35.0,,,,,,
6741-001,,,143.0,57.0,8.0,4.0,8.0,4.0,,
6742-001,142.0,21.0,65.0,29.0,,,,,,
6743-001,,,,,,,,,,
6744-001,315.0,47.0,397.0,75.0,84.0,16.0,42.0,8.0,42.0,8.0
6745-001,115.0,37.0,,,,,,,,
6757-001,,,,,,,,,,
6758-001,,,,,,,,,,
6759-001,,,,,,,,,,
6760-001,,,,,,,,,,
6761-001,,,,,,,,,,
6762-001,,,,,,,,,,
6763-001,,,,,,,,,,
6764-001,,,,,,,,,,
6776-001,265.0,53.0,,,,,,,,
6777-001,,,,,,,,,,
6778-001,341.0,51.0,341.0,51.0,,,,,,
6779-001,,,,,,,,,,
6780-001,,,,,,,,,,
6781-001,,,,,,,,,,
6782-001,,,,,,,,,,
6783-001,,,,,,,,,,
6795-001,266.0,32.0,266.0,32.0,,,,,,
6796-001,,,,,,,,,,
6797-001,,,86.0,12.0,,,,,,
6798-001,75.0,24.0,76.0,25.0,55.0,17.0,,,55.0,17.0
6799-001,1404.0,246.0,,,,,,,,
6800-001,237.0,83.0,,,,,,,,
6801-001,110.0,31.0,126.0,35.0,,,,,,
6802-001,696.0,116.0,744.0,124.0,,,,,,
6815-001,,,,,,,,,,
6816-001,,,,,,,,,,
6817-001,,,,,,,,,,
6818-001,,,,,,,,,,
6819-001,,,,,,,,,,
6820-001,,,,,,,,,,
6821-001,,,,,,,,,,
6823-001,,,436.0,84.0,,,,,,
6833-001,208.0,43.0,,,,,,,,
6834-001,88.0,44.0,,,,,,,,
6835-001,260.0,41.0,414.0,64.0,,,,,,
6836-001,,,222.0,74.0,,,,,,
6837-001,,,455.0,109.0,,,,,,
6838-001,207.0,76.0,58.0,19.0,,,,,,
6840-001,172.0,58.0,154.0,46.0,,,,,,
6841-001,,,13.0,13.0,,,,,,
6852-001,,,164.0,29.0,,,,,,
6853-001,287.0,98.0,113.0,38.0,,,,,,
6854-001,,,,,,,,,,
6855-001,765.0,145.0,736.0,135.0,,,,,,
6856-001,,,126.0,35.0,,,,,,
6857-001,,,618.0,99.0,200.0,40.0,200.0,40.0,,
6858-001,222.0,50.0,,,,,,,,
6859-001,185.0,45.0,,,,,,,,
6871-001,,,,,,,,,,
6872-001,,,267.0,89.0,,,,,,
6873-001,,,,,,,,,,
6874-001,195.0,37.0,411.0,69.0,,,,,,
6875-001,,,1172.0,272.0,,,,,,
6876-001,0.0,0.0,,,,,,,,
6877-001,76.0,47.0,,,,,,,,
6878-001,0.0,0.0,631.0,108.0,,,,,,
6888-001,489.0,172.0,301.0,108.0,25.0,7.0,,,25.0,7.0
6890-001,236.0,42.0,,,,,,,,
6891-001,,,1200.0,150.0,,,,,,
6892-001,,,501.0,150.0,,,,,,
6893-001,64.0,23.0,,,,,,,,
6894-001,,,,,,,,,,
6895-001,21.0,3.0,458.0,64.0,,,,,,
6897-001,189.0,42.0,189.0,42.0,,,,,,
6899-001,124.0,28.0,360.0,95.0,20.0,5.0,,,20.0,5.0
6909-001,378.0,110.0,231.0,71.0,12.0,6.0,12.0,6.0,,
6910-001,736.0,92.0,736.0,92.0,736.0,92.0,,,736.0,92.0
6911-001,,,320.0,94.0,24.0,3.0,24.0,3.0,,
6913-001,763.0,97.0,384.0,54.0,350.0,46.0,,,350.0,46.0
6914-001,645.0,99.0,608.0,93.0,80.0,10.0,80.0,10.0,,
6915-001,,,,,,,,,,
6916-001,,,635.0,85.0,,,,,,
6919-001,712.0,89.0,712.0,89.0,1304.0,163.0,1304.0,163.0,,
6928-001,318.0,49.0,,,,,,,,
6929-001,392.0,49.0,426.0,59.0,,,,,,
6930-001,,,822.0,119.0,,,,,,
6931-001,514.0,91.0,552.0,92.0,,,,,,
6932-001,359.0,55.0,317.0,48.0,57.0,10.0,57.0,10.0,,
6933-001,384.0,45.0,648.0,90.0,80.0,8.0,80.0,8.0,,
6934-001,174.0,29.0,162.0,27.0,,,,,,
6935-001,256.0,39.0,256.0,39.0,,,,,,
6947-001,521.0,88.0,467.0,81.0,,,,,,
6948-001,542.0,123.0,317.0,67.0,190.0,38.0,,,190.0,38.0
6949-001,432.0,50.0,486.0,61.0,,,,,,
6950-001,245.0,35.0,194.0,28.0,,,,,,
6951-001,124.0,22.0,124.0,22.0,,,,,,
6952-001,187.0,34.0,,,75.0,14.0,75.0,14.0,,
6953-001,585.0,117.0,683.0,140.0,819.0,178.0,819.0,178.0,,
6954-001,689.0,109.0,243.0,39.0,213.0,33.0,,,213.0,33.0
6966-001,400.0,54.0,388.0,51.0,,,,,,
6967-001,574.0,124.0,574.0,124.0,322.0,67.0,18.0,3.0,304.0,64.0
6968-001,474.0,79.0,474.0,79.0,474.0,79.0,,,474.0,79.0
6969-001,1104.0,166.0,,,,,,,,
6970-001,,,516.0,82.0,,,,,,
6971-001,419.0,114.0,419.0,114.0,,,,,,
6972-001,,,871.0,103.0,,,,,,
6973-001,126.0,42.0,129.0,43.0,,,,,,
6986-001,,,151.0,41.0,,,,,,
6987-001,,,700.0,191.0,32.0,5.0,32.0,5.0,,
6988-001,,,1386.0,231.0,,,,,,
6989-001,,,,,,,,,,
6990-001,,,570.0,95.0,,,,,,
6991-001,377.0,68.0,289.0,51.0,,,,,,
6992-001,564.0,94.0,564.0,94.0,366.0,61.0,366.0,61.0,,
6994-001,51.0,11.0,452.0,73.0,,,,,,
7004-001,,,,,,,,,,
7005-001,,,,,,,,,,
7007-001,,,,,,,,,,
7008-001,,,,,,,,,,
7009-001,,,,,,,,,,
7010-001,,,,,,,,,,
7011-001,3306.0,337.0,1616.0,164.0,,,,,,
7012-001,,,,,,,,,,
7023-001,602.0,103.0,198.0,33.0,,,,,,
7024-001,,,,,,,,,,
7025-001,316.0,50.0,320.0,51.0,,,,,,
7026-001,75.0,9.0,63.0,7.0,,,,,,
7027-001,407.0,87.0,202.0,46.0,80.0,16.0,80.0,16.0,,
7028-001,363.0,81.0,298.0,74.0,50.0,10.0,45.0,9.0,5.0,1.0
7029-001,214.0,31.0,214.0,31.0,114.0,17.0,114.0,17.0,,
7030-001,136.0,35.0,61.0,16.0,87.0,24.0,,,87.0,24.0
7042-001,224.0,44.0,,,,,,,,
7043-001,,,44.0,19.0,93.0,33.0,93.0,33.0,,
7044-001,289.0,74.0,230.0,52.0,,,,,,
7045-001,624.0,104.0,624.0,104.0,312.0,52.0,312.0,52.0,,
7046-001,196.0,38.0,108.0,21.0,73.0,14.0,73.0,14.0,,
7047-001,109.0,20.0,109.0,20.0,109.0,20.0,109.0,20.0,,
7048-001,,,,,,,,,,
7049-001,492.0,100.0,246.0,50.0,246.0,50.0,,,246.0,50.0
7061-001,,,,,,,,,,
7062-001,,,,,,,,,,
7063-001,,,,,,,,,,
7064-001,,,,,,,,,,
7065-001,,,,,,,,,,
7066-001,,,,,,,,,,
7067-001,,,,,,,,,,
7068-001,,,,,,,,,,
7080-001,,,,,,,,,,
7081-001,,,,,,,,,,
7082-001,,,,,,,,,,
7083-001,144.0,16.0,,,,,,,,
7084-001,,,,,,,,,,
7085-001,,,,,,,,,,
7086-001,,,,,,,,,,
7087-001,231.0,38.0,,,,,,,,
7099-001,,,144.0,20.0,288.0,40.0,,,288.0,40.0
7100-001,,,170.0,24.0,,,,,,
7102-001,264.0,66.0,,,232.0,58.0,,,232.0,58.0
7103-001,31.0,15.0,,,,,,,,
7105-001,308.0,77.0,464.0,116.0,220.0,55.0,220.0,55.0,,
7106-001,,,216.0,43.0,432.0,86.0,,,432.0,86.0
7108-001,,,243.0,26.0,,,,,,
7110-001,308.0,77.0,292.0,73.0,,,,,,
7118-001,450.0,81.0,523.0,94.0,,,,,,
7119-001,590.0,104.0,580.0,102.0,590.0,104.0,,,590.0,104.0
7120-001,1129.0,213.0,478.0,91.0,83.0,15.0,,,83.0,15.0
7121-001,152.0,28.0,157.0,33.0,320.0,72.0,320.0,72.0,,
7122-001,3921.0,471.0,1894.0,234.0,1307.0,157.0,,,1307.0,157.0
7123-001,450.0,90.0,385.0,77.0,,,,,,
7124-001,306.0,56.0,474.0,124.0,264.0,68.0,264.0,68.0,,
7125-001,2970.0,297.0,990.0,99.0,,,,,,
7137-001,,,,,,,,,,
7139-001,,,,,,,,,,
7140-001,,,,,,,,,,
7141-001,,,,,,,,,,
7142-001,,,,,,,,,,
7143-001,,,,,,,,,,
7144-001,,,,,,,,,,
7147-001,,,,,,,,,,
7156-001,350.0,70.0,655.0,131.0,60.0,12.0,,,60.0,12.0
7157-001,393.0,79.0,807.0,151.0,15.0,5.0,15.0,5.0,,
7158-001,237.0,72.0,413.0,115.0,,,,,,
7159-001,,,599.0,121.0,,,,,,
7161-001,1758.0,273.0,1008.0,158.0,1944.0,304.0,712.0,112.0,1232.0,192.0
7162-001,420.0,87.0,444.0,92.0,316.0,67.0,316.0,67.0,,
7163-001,,,66.0,30.0,72.0,22.0,36.0,11.0,36.0,11.0
7166-001,324.0,54.0,324.0,54.0,972.0,162.0,972.0,162.0,,
7175-001,,,,,,,,,,
7177-001,,,,,,,,,,
7178-001,0.0,0.0,32.0,16.0,16.0,8.0,16.0,8.0,,
7179-001,,,,,,,,,,
7180-001,,,,,,,,,,
7182-001,,,32.0,10.0,12.0,4.0,12.0,4.0,,
7185-001,,,,,,,,,,
7186-001,,,,,,,,,,
7194-001,199.0,35.0,199.0,35.0,,,,,,
7195-001,485.0,96.0,461.0,92.0,575.0,114.0,575.0,114.0,,
7196-001,,,,,,,,,,
7197-001,,,,,,,,,,
7198-001,,,,,,,,,,
7199-001,,,,,,,,,,
7200-001,,,50.0,19.0,94.0,36.0,94.0,36.0,,
7201-001,,,298.0,74.0,208.0,54.0,208.0,54.0,,
7213-001,798.0,186.0,,,,,,,,
7214-001,,,750.0,210.0,,,,,,
7215-001,,,,,,,,,,
7216-001,,,,,,,,,,
7217-001,,,318.0,92.0,96.0,26.0,96.0,26.0,,
7218-001,156.0,26.0,156.0,26.0,,,,,,
7219-001,,,366.0,113.0,,,,,,
7220-001,,,508.0,89.0,508.0,89.0,,,508.0,89.0
7232-001,,,205.0,41.0,,,,,,
7233-001,813.0,124.0,807.0,123.0,237.0,35.0,237.0,35.0,,
7234-001,,,382.0,191.0,,,,,,
7235-001,302.0,55.0,302.0,55.0,,,,,,
7236-001,,,76.0,13.0,228.0,39.0,228.0,39.0,,
7237-001,187.0,80.0,187.0,80.0,85.0,40.0,85.0,40.0,,
7238-001,288.0,72.0,336.0,84.0,92.0,23.0,92.0,23.0,,
7239-001,134.0,23.0,134.0,23.0,,,,,,
7251-001,,,264.0,50.0,,,,,,
7252-001,1818.0,356.0,499.0,95.0,1136.0,218.0,452.0,85.0,684.0,133.0
7253-001,535.0,75.0,1070.0,150.0,,,,,,
7254-001,,,560.0,70.0,560.0,70.0,560.0,70.0,,
7255-001,344.0,72.0,340.0,80.0,165.0,37.0,,,165.0,37.0
7256-001,649.0,107.0,649.0,107.0,,,,,,
7257-001,35.0,7.0,510.0,102.0,255.0,51.0,,,255.0,51.0
7258-001,163.0,49.0,163.0,49.0,142.0,42.0,142.0,42.0,,
7270-001,62.0,13.0,,,,,,,,
7271-001,,,299.0,79.0,286.0,74.0,120.0,31.0,166.0,43.0
7272-001,1122.0,189.0,1122.0,189.0,810.0,127.0,810.0,127.0,,
7273-001,394.0,57.0,394.0,57.0,,,,,,
7274-001,134.0,23.0,255.0,46.0,444.0,86.0,265.0,53.0,179.0,33.0
7275-001,305.0,61.0,305.0,61.0,,,,,,
7276-001,,,361.0,91.0,373.0,93.0,262.0,67.0,111.0,26.0
7277-001,620.0,124.0,620.0,124.0,1860.0,372.0,1860.0,372.0,,
7289-001,,,341.0,58.0,341.0,58.0,,,341.0,58.0
7290-001,1243.0,181.0,755.0,110.0,488.0,71.0,,,488.0,71.0
7291-001,140.0,31.0,,,60.0,13.0,60.0,13.0,,
7292-001,794.0,137.0,,,,,,,,
7293-001,1153.0,153.0,642.0,84.0,527.0,69.0,527.0,69.0,,
7294-001,660.0,120.0,660.0,120.0,,,,,,
7295-001,,,,,,,,,,
7296-001,676.0,118.0,690.0,120.0,1352.0,236.0,1352.0,236.0,,
7308-001,,,,,,,,,,
7309-001,,,,,,,,,,
7310-001,,,,,,,,,,
7311-001,,,,,,,,,,
7312-001,,,,,,,,,,
7313-001,,,,,,,,,,
7314-001,,,,,,,,,,
7315-001,,,,,,,,,,
7327-001,,,,,,,,,,
7329-001,,,,,,,,,,
7331-001,,,177.0,56.0,177.0,56.0,,,177.0,56.0
7332-001,202.0,61.0,202.0,61.0,,,,,,
7333-001,,,,,,,,,,
7335-001,,,,,,,,,,
7336-001,,,,,,,,,,
7338-001,,,96.0,26.0,,,,,,
7346-001,,,,,,,,,,
7347-001,,,,,,,,,,
7348-001,,,,,,,,,,
7351-001,,,,,,,,,,
7352-001,,,,,,,,,,
7353-001,,,,,,,,,,
7356-001,94.0,30.0,,,,,,,,
7357-001,,,,,,,,,,
7365-001,151.0,42.0,223.0,56.0,,,,,,
7366-001,53.0,12.0,,,,,,,,
7367-001,966.0,138.0,966.0,138.0,,,,,,
7368-001,126.0,21.0,66.0,11.0,,,,,,
7369-001,,,,,,,,,,
7370-001,,,224.0,28.0,,,,,,
7371-001,203.0,71.0,188.0,56.0,,,,,,
7372-001,,,,,,,,,,
7384-001,,,,,,,,,,
7386-001,,,,,,,,,,
7387-001,,,,,,,,,,
7389-001,,,,,,,,,,
7390-001,,,,,,,,,,
7391-001,,,,,,,,,,
7394-001,,,,,,,,,,
7395-001,,,,,,,,,,
7403-001,,,,,,,,,,
7404-001,408.0,83.0,,,,,,,,
7405-001,,,,,,,,,,
7406-001,,,,,,,,,,
7408-001,,,,,,,,,,
7409-001,,,,,,,,,,
7410-001,,,,,,,,,,
7411-001,,,,,,,,,,
7422-001,,,,,,,,,,
7423-001,,,,,,,,,,
7424-001,,,,,,,,,,
7425-001,,,,,,,,,,
7426-001,,,,,,,,,,
7427-001,,,,,,,,,,
7428-001,,,,,,,,,,
7429-001,,,,,,,,,,
7441-001,,,,,,,,,,
7442-001,108.0,37.0,,,,,,,,
7443-001,,,,,,,,,,
7444-001,,,,,,,,,,
7447-001,,,,,,,,,,
7448-001,,,,,,,,,,
7450-001,,,,,,,,,,
7451-001,,,,,,,,,,
7460-001,,,,,,,,,,
7461-001,,,,,,,,,,
7463-001,,,,,,,,,,
7465-001,,,,,,,,,,
7466-001,,,,,,,,,,
7467-001,,,,,,,,,,
7468-001,,,,,,,,,,
7469-001,,,,,,,,,,
7479-001,,,,,,,,,,
7480-001,,,,,,,,,,
7482-001,,,,,,,,,,
7483-001,,,,,,,,,,
7484-001,,,,,,,,,,
7485-001,,,,,,,,,,
7486-001,,,,,,,,,,
7487-001,,,,,,,,,,
7498-001,,,,,,,,,,
7499-001,,,,,,,,,,
7500-001,,,,,,,,,,
7501-001,,,,,,,,,,
7502-001,,,,,,,,,,
7503-001,,,,,,,,,,
7504-001,,,,,,,,,,
7505-001,,,,,,,,,,
7517-001,,,,,,,,,,
7518-001,,,,,,,,,,
7519-001,,,,,,,,,,
7520-001,,,,,,,,,,
7521-001,,,,,,,,,,
7522-001,,,,,,,,,,
7523-001,,,,,,,,,,
7524-001,,,,,,,,,,
7536-001,,,,,,,,,,
7539-001,,,,,,,,,,
7540-001,,,,,,,,,,
7541-001,321.0,81.0,,,,,,,,
7542-001,,,,,,,,,,
7543-001,,,,,,,,,,
7545-001,,,,,,,,,,
7547-001,,,,,,,,,,
7555-001,,,,,,,,,,
7557-001,,,,,,,,,,
7558-001,,,,,,,,,,
7559-001,,,,,,,,,,
7560-001,,,,,,,,,,
7561-001,,,,,,,,,,
7562-001,,,,,,,,,,
7568-001,,,,,,,,,,
7574-001,,,,,,,,,,
7575-001,,,,,,,,,,
7576-001,,,,,,,,,,
7577-001,,,,,,,,,,
7578-001,,,,,,,,,,
7579-001,,,,,,,,,,
7580-001,,,,,,,,,,
7581-001,,,,,,,,,,
7593-001,,,,,,,,,,
7594-001,,,,,,,,,,
7595-001,,,,,,,,,,
7596-001,1074.0,126.0,,,,,,,,
7597-001,,,,,,,,,,
7598-001,,,,,,,,,,
7599-001,,,,,,,,,,
7600-001,,,,,,,,,,
7612-001,,,,,,,,,,
7613-001,,,,,,,,,,
7614-001,,,,,,,,,,
7615-001,,,,,,,,,,
7616-001,695.0,212.0,,,,,,,,
7618-001,,,,,,,,,,
7621-001,,,,,,,,,,
7623-001,,,,,,,,,,
7631-001,564.0,94.0,564.0,94.0,,,,,,
7632-001,6.0,3.0,,,,,,,,
7633-001,,,,,,,,,,
7634-001,,,,,,,,,,
7635-001,,,,,,,,,,
7636-001,500.0,50.0,500.0,50.0,,,,,,
7637-001,,,,,,,,,,
7638-001,,,,,,,,,,
7650-001,413.0,55.0,426.0,66.0,,,,,,
7651-001,,,,,,,,,,
7652-001,6.0,6.0,,,,,,,,
7653-001,226.0,25.0,252.0,30.0,24.0,4.0,24.0,4.0,,
7654-001,,,264.0,44.0,,,,,,
7655-001,376.0,104.0,404.0,108.0,,,,,,
7656-001,356.0,61.0,827.0,159.0,,,,,,
7657-001,961.0,185.0,811.0,162.0,,,,,,
7669-001,,,,,,,,,,
7670-001,,,,,,,,,,
7671-001,,,226.0,41.0,,,,,,
7672-001,,,,,,,,,,
7673-001,75.0,15.0,,,,,,,,
7674-001,,,172.0,46.0,,,,,,
7675-001,,,,,,,,,,
7676-001,,,,,,,,,,
7688-001,372.0,62.0,658.0,113.0,,,,,,
7689-001,1012.0,194.0,548.0,104.0,84.0,14.0,84.0,14.0,,
7690-001,0.0,0.0,465.0,80.0,,,,,,
7691-001,622.0,123.0,,,,,,,,
7692-001,800.0,160.0,800.0,160.0,,,,,,
7693-001,468.0,78.0,468.0,78.0,,,,,,
7694-001,,,,,,,,,,
7695-001,328.0,67.0,328.0,67.0,,,,,,
7707-001,700.0,100.0,700.0,100.0,,,,,,
7708-001,,,,,,,,,,
7709-001,96.0,28.0,156.0,56.0,,,,,,
7710-001,,,,,,,,,,
7711-001,131.0,25.0,131.0,25.0,,,,,,
7712-001,31.0,31.0,31.0,31.0,,,,,,
7713-001,,,,,,,,,,
7714-001,,,,,,,,,,
7726-001,204.0,34.0,204.0,34.0,,,,,,
7727-001,243.0,38.0,486.0,76.0,,,,,,
7728-001,124.0,25.0,248.0,50.0,124.0,25.0,,,124.0,25.0
7729-001,,,79.0,18.0,,,,,,
7730-001,152.0,18.0,152.0,18.0,,,,,,
7731-001,670.0,67.0,670.0,67.0,,,,,,
7732-001,654.0,68.0,1438.0,148.0,719.0,74.0,,,719.0,74.0
7733-001,888.0,128.0,888.0,128.0,,,,,,
7745-001,,,,,,,,,,
7746-001,,,,,,,,,,
7747-001,,,120.0,12.0,120.0,12.0,120.0,12.0,,
7748-001,,,,,,,,,,
7749-001,,,660.0,55.0,84.0,7.0,,,84.0,7.0
7750-001,,,,,,,,,,
7751-001,,,,,,,,,,
7752-001,,,,,,,,,,
7764-001,,,465.0,89.0,,,,,,
7765-001,350.0,57.0,327.0,42.0,,,,,,
7766-001,870.0,101.0,870.0,101.0,,,,,,
7767-001,253.0,45.0,,,,,,,,
7768-001,,,1305.0,194.0,,,,,,
7770-001,,,596.0,79.0,,,,,,
7771-001,598.0,88.0,598.0,88.0,,,,,,
7772-001,456.0,75.0,176.0,29.0,,,,,,
7783-001,,,190.0,49.0,,,,,,
7784-001,1007.0,152.0,1016.0,152.0,1023.0,153.0,48.0,6.0,975.0,147.0
7785-001,150.0,49.0,72.0,24.0,12.0,5.0,,,12.0,5.0
7786-001,,,439.0,87.0,,,,,,
7787-001,,,276.0,46.0,,,,,,
7788-001,,,20.0,8.0,14.0,6.0,,,14.0,6.0
7789-001,586.0,145.0,922.0,232.0,,,,,,
7790-001,115.0,26.0,110.0,25.0,,,,,,
7802-001,1034.0,128.0,2068.0,256.0,1034.0,128.0,,,1034.0,128.0
7804-001,,,518.0,74.0,,,,,,
7805-001,281.0,71.0,278.0,68.0,,,,,,
7806-001,,,230.0,41.0,,,,,,
7807-001,182.0,29.0,,,,,,,,
7808-001,143.0,30.0,368.0,65.0,,,,,,
7809-001,1231.0,196.0,1173.0,187.0,,,,,,
7811-001,,,570.0,92.0,,,,,,
7821-001,,,117.0,32.0,,,,,,
7822-001,,,518.0,112.0,,,,,,
7823-001,,,688.0,114.0,,,,,,
7824-001,526.0,89.0,,,,,,,,
7825-001,288.0,48.0,294.0,49.0,,,,,,
7826-001,48.0,12.0,0.0,0.0,44.0,11.0,,,44.0,11.0
7827-001,460.0,80.0,577.0,112.0,95.0,18.0,,,95.0,18.0
7828-001,,,520.0,102.0,69.0,13.0,,,69.0,13.0
7840-001,644.0,101.0,1288.0,202.0,,,,,,
7841-001,131.0,19.0,132.0,19.0,,,,,,
7842-001,1040.0,110.0,1040.0,110.0,,,,,,
7843-001,1766.0,215.0,1766.0,215.0,,,,,,
7844-001,565.0,67.0,565.0,67.0,,,,,,
7845-001,404.0,101.0,404.0,101.0,552.0,138.0,148.0,37.0,404.0,101.0
7846-001,494.0,121.0,494.0,121.0,494.0,121.0,,,494.0,121.0
7847-001,865.0,122.0,2844.0,442.0,457.0,85.0,457.0,85.0,,
7859-001,264.0,44.0,264.0,44.0,,,,,,
7860-001,,,193.0,35.0,193.0,35.0,,,193.0,35.0
7861-001,,,645.0,150.0,483.0,105.0,483.0,105.0,,
7862-001,917.0,126.0,958.0,136.0,,,,,,
7863-001,421.0,67.0,,,,,,,,
7864-001,,,,,,,,,,
7865-001,198.0,33.0,198.0,33.0,,,,,,
7866-001,1068.0,132.0,533.0,65.0,530.0,64.0,,,530.0,64.0
7878-001,,,,,,,,,,
7879-001,0.0,0.0,,,,,,,,
7880-001,,,,,,,,,,
7881-001,,,,,,,,,,
7882-001,,,,,,,,,,
7884-001,,,,,,,,,,
7885-001,,,,,,,,,,
7887-001,,,,,,,,,,
7897-001,,,122.0,39.0,,,,,,
7898-001,228.0,38.0,228.0,38.0,,,,,,
7899-001,138.0,23.0,,,138.0,23.0,,,138.0,23.0
7900-001,647.0,97.0,348.0,52.0,267.0,39.0,,,267.0,39.0
7901-001,124.0,20.0,104.0,17.0,21.0,4.0,21.0,4.0,,
7902-001,415.0,99.0,415.0,99.0,125.0,29.0,125.0,29.0,,
7903-001,433.0,85.0,454.0,106.0,433.0,85.0,433.0,85.0,,
7904-001,405.0,67.0,402.0,66.0,233.0,41.0,,,233.0,41.0
7916-001,266.0,70.0,266.0,70.0,6.0,5.0,6.0,5.0,,
7917-001,,,481.0,132.0,,,,,,
7918-001,169.0,40.0,169.0,40.0,,,,,,
7919-001,552.0,149.0,540.0,159.0,163.0,39.0,163.0,39.0,,
7920-001,741.0,193.0,851.0,230.0,171.0,48.0,171.0,48.0,,
7921-001,2955.0,482.0,1601.0,264.0,4212.0,684.0,4212.0,684.0,,
7922-001,510.0,95.0,586.0,121.0,238.0,48.0,238.0,48.0,,
